receivedAt,area,name,mode,scheduled,explicit_forecast,cancelled,trip_update_only,missing,ambiguous,unsupported,explicitPercent
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,suburban,14,13,0,1,0,0,0,92.9
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,regional,12,9,0,3,0,0,0,75.0
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,ferry,2,0,0,0,2,0,0,0.0
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,tram_metro,53,27,0,26,0,0,0,50.9
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,bus,59,25,0,14,20,0,0,42.4
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,suburban,2,1,0,1,0,0,0,50.0
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,regional,7,6,0,1,0,0,0,85.7
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,long_distance,2,1,0,0,1,0,0,50.0
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,ferry,38,0,0,2,36,0,0,0.0
2026-09-06T09:47:48.488112+00:00,magdeburg,Magdeburg,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,tram_metro,45,27,0,18,0,0,0,60.0
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,bus,31,18,0,6,7,0,0,58.1
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,regional,9,4,0,4,1,0,0,44.4
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,long_distance,4,3,0,0,1,0,0,75.0
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,erfurt,Erfurt,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,tram_metro,14,11,0,0,3,0,0,78.6
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,bus,218,33,0,15,170,0,0,15.1
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,suburban,11,10,0,1,0,0,0,90.9
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,regional,17,14,0,3,0,0,0,82.4
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,wiesbaden,Wiesbaden,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,tram_metro,16,12,0,0,4,0,0,75.0
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,bus,230,53,0,14,163,0,0,23.0
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,suburban,9,8,0,1,0,0,0,88.9
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,regional,15,13,0,2,0,0,0,86.7
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,mainz,Mainz,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,tram_metro,9,9,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,bus,74,53,0,2,19,0,0,71.6
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,regional,12,7,0,5,0,0,0,58.3
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,saarbruecken,Saarbrücken,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,tram_metro,43,27,0,16,0,0,0,62.8
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,bus,72,42,0,9,21,0,0,58.3
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,suburban,7,3,0,4,0,0,0,42.9
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,regional,6,3,0,3,0,0,0,50.0
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,long_distance,2,1,0,0,1,0,0,50.0
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,freiburg,Freiburg,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,tram_metro,24,21,0,3,0,0,0,87.5
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,bus,88,36,0,26,26,0,0,40.9
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,suburban,5,3,0,1,1,0,0,60.0
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,regional,11,9,0,0,2,0,0,81.8
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,ferry,9,0,0,0,9,0,0,0.0
2026-09-06T09:47:48.488112+00:00,rostock,Rostock,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,muenster,Münster,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,muenster,Münster,bus,85,54,0,11,20,0,0,63.5
2026-09-06T09:47:48.488112+00:00,muenster,Münster,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,muenster,Münster,regional,16,9,0,5,2,0,0,56.2
2026-09-06T09:47:48.488112+00:00,muenster,Münster,long_distance,2,2,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,muenster,Münster,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,muenster,Münster,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,passau,Passau,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,passau,Passau,bus,34,2,0,2,30,0,0,5.9
2026-09-06T09:47:48.488112+00:00,passau,Passau,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,passau,Passau,regional,4,2,0,0,2,0,0,50.0
2026-09-06T09:47:48.488112+00:00,passau,Passau,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,passau,Passau,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,passau,Passau,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,bus,12,6,0,2,4,0,0,50.0
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,regional,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,neubrandenburg,Neubrandenburg,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,bus,11,4,0,3,4,0,0,36.4
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,suburban,2,2,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,regional,4,4,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,long_distance,3,1,0,0,2,0,0,33.3
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,stendal,Stendal,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,bus,5,0,0,1,4,0,0,0.0
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,regional,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,pruem,Prüm,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,bus,28,5,0,8,15,0,0,17.9
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,regional,9,8,0,1,0,0,0,88.9
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,goslar,Goslar,other,0,0,0,0,0,0,0,
