receivedAt,area,name,mode,scheduled,explicit_forecast,cancelled,trip_update_only,missing,ambiguous,unsupported,explicitPercent
2026-09-06T09:46:48.643859+00:00,bonn,Bonn,regional,8,6,0,2,0,0,0,75.0
2026-09-06T09:46:48.643859+00:00,bonn,Bonn,long_distance,3,3,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,bonn,Bonn,ferry,5,0,0,0,5,0,0,0.0
2026-09-06T09:46:48.643859+00:00,bonn,Bonn,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,tram_metro,128,71,0,54,3,0,0,55.5
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,bus,123,68,0,26,29,0,0,55.3
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,suburban,25,20,0,4,1,0,0,80.0
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,regional,9,8,0,1,0,0,0,88.9
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,long_distance,3,1,0,0,2,0,0,33.3
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,leipzig,Leipzig,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,tram_metro,120,49,0,50,21,0,0,40.8
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,bus,182,73,0,47,62,0,0,40.1
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,suburban,10,9,0,1,0,0,0,90.0
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,regional,10,10,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,ferry,21,2,0,0,19,0,0,9.5
2026-09-06T09:46:48.643859+00:00,dresden,Dresden,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,tram_metro,104,48,0,56,0,0,0,46.2
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,bus,130,61,0,58,11,0,0,46.9
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,suburban,14,5,0,9,0,0,0,35.7
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,regional,8,6,0,2,0,0,0,75.0
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,long_distance,6,4,0,0,2,0,0,66.7
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,hannover,Hannover,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,tram_metro,64,36,0,16,12,0,0,56.2
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,bus,97,59,0,17,21,0,0,60.8
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,regional,11,5,0,2,4,0,0,45.5
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,long_distance,5,1,0,0,4,0,0,20.0
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,ferry,2,0,0,0,2,0,0,0.0
2026-09-06T09:46:48.643859+00:00,bremen,Bremen,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,tram_metro,92,65,0,1,26,0,0,70.7
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,bus,175,150,0,9,16,0,0,85.7
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,suburban,14,11,0,3,0,0,0,78.6
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,regional,17,16,0,1,0,0,0,94.1
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,long_distance,4,4,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,nuremberg,Nürnberg,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,essen,Essen,tram_metro,102,44,0,32,26,0,0,43.1
2026-09-06T09:46:48.643859+00:00,essen,Essen,bus,299,82,0,53,164,0,0,27.4
2026-09-06T09:46:48.643859+00:00,essen,Essen,suburban,14,10,0,4,0,0,0,71.4
2026-09-06T09:46:48.643859+00:00,essen,Essen,regional,15,9,0,5,1,0,0,60.0
2026-09-06T09:46:48.643859+00:00,essen,Essen,long_distance,1,1,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,essen,Essen,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,essen,Essen,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,bus,110,53,0,32,25,0,0,48.2
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,regional,14,10,0,4,0,0,0,71.4
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,ferry,8,0,0,0,8,0,0,0.0
2026-09-06T09:46:48.643859+00:00,kiel,Kiel,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,tram_metro,20,8,0,5,7,0,0,40.0
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,bus,26,15,0,3,8,0,0,57.7
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,regional,6,2,0,2,2,0,0,33.3
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,long_distance,2,0,0,0,2,0,0,0.0
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,schwerin,Schwerin,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,tram_metro,30,30,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,bus,119,62,0,0,57,0,0,52.1
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,suburban,14,13,0,1,0,0,0,92.9
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,regional,12,9,0,3,0,0,0,75.0
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,ferry,2,0,0,0,2,0,0,0.0
2026-09-06T09:46:48.643859+00:00,potsdam,Potsdam,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,tram_metro,54,29,0,25,0,0,0,53.7
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,bus,59,24,0,15,20,0,0,40.7
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,suburban,2,1,0,1,0,0,0,50.0
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,regional,8,6,0,2,0,0,0,75.0
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,long_distance,2,1,0,0,1,0,0,50.0
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,ferry,38,0,0,2,36,0,0,0.0
2026-09-06T09:46:48.643859+00:00,magdeburg,Magdeburg,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,tram_metro,45,27,0,18,0,0,0,60.0
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,bus,31,18,0,6,7,0,0,58.1
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,regional,9,4,0,4,1,0,0,44.4
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,long_distance,4,3,0,0,1,0,0,75.0
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,erfurt,Erfurt,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,tram_metro,14,11,0,0,3,0,0,78.6
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,bus,216,33,0,14,169,0,0,15.3
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,suburban,11,10,0,1,0,0,0,90.9
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,regional,16,13,0,3,0,0,0,81.2
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,wiesbaden,Wiesbaden,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,tram_metro,15,12,0,0,3,0,0,80.0
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,bus,229,53,0,13,163,0,0,23.1
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,suburban,10,8,0,2,0,0,0,80.0
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,regional,16,13,0,3,0,0,0,81.2
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,mainz,Mainz,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,tram_metro,8,8,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,bus,74,53,0,2,19,0,0,71.6
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,regional,12,8,0,4,0,0,0,66.7
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,saarbruecken,Saarbrücken,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,tram_metro,41,25,0,16,0,0,0,61.0
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,bus,71,43,0,8,20,0,0,60.6
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,suburban,7,3,0,4,0,0,0,42.9
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,regional,6,3,0,3,0,0,0,50.0
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,long_distance,2,1,0,0,1,0,0,50.0
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,freiburg,Freiburg,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,tram_metro,24,22,0,2,0,0,0,91.7
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,bus,89,37,0,26,26,0,0,41.6
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,suburban,4,3,0,1,0,0,0,75.0
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,regional,10,7,0,1,2,0,0,70.0
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,ferry,9,0,0,0,9,0,0,0.0
2026-09-06T09:46:48.643859+00:00,rostock,Rostock,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,muenster,Münster,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,muenster,Münster,bus,85,55,0,10,20,0,0,64.7
2026-09-06T09:46:48.643859+00:00,muenster,Münster,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,muenster,Münster,regional,15,10,0,4,1,0,0,66.7
2026-09-06T09:46:48.643859+00:00,muenster,Münster,long_distance,2,2,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,muenster,Münster,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,muenster,Münster,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,passau,Passau,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,passau,Passau,bus,34,2,0,2,30,0,0,5.9
2026-09-06T09:46:48.643859+00:00,passau,Passau,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,passau,Passau,regional,4,2,0,0,2,0,0,50.0
2026-09-06T09:46:48.643859+00:00,passau,Passau,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,passau,Passau,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,passau,Passau,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,bus,12,6,0,2,4,0,0,50.0
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,regional,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,neubrandenburg,Neubrandenburg,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,bus,11,5,0,2,4,0,0,45.5
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,suburban,2,2,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,regional,4,4,0,0,0,0,0,100.0
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,long_distance,3,1,0,0,2,0,0,33.3
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,stendal,Stendal,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,bus,5,0,0,1,4,0,0,0.0
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,regional,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,pruem,Prüm,other,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,bus,26,6,0,7,13,0,0,23.1
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,suburban,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,regional,9,8,0,1,0,0,0,88.9
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,long_distance,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,ferry,0,0,0,0,0,0,0,
2026-09-06T09:46:48.643859+00:00,goslar,Goslar,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,tram_metro,313,0,0,0,313,0,0,0.0
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,bus,795,2,0,1,792,0,0,0.3
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,suburban,147,133,0,9,5,0,0,90.5
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,regional,31,25,0,4,2,0,0,80.6
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,long_distance,9,6,0,0,3,0,0,66.7
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,ferry,4,1,0,0,3,0,0,25.0
2026-09-06T09:47:48.488112+00:00,berlin,Berlin,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,tram_metro,67,44,0,1,22,0,0,65.7
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,bus,667,237,0,178,252,0,0,35.5
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,suburban,70,28,0,0,42,0,0,40.0
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,regional,20,16,0,4,0,0,0,80.0
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,long_distance,7,6,0,0,1,0,0,85.7
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,ferry,16,10,0,3,3,0,0,62.5
2026-09-06T09:47:48.488112+00:00,hamburg,Hamburg,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,munich,München,tram_metro,219,146,0,73,0,0,0,66.7
2026-09-06T09:47:48.488112+00:00,munich,München,bus,590,331,0,146,113,0,0,56.1
2026-09-06T09:47:48.488112+00:00,munich,München,suburban,55,49,0,6,0,0,0,89.1
2026-09-06T09:47:48.488112+00:00,munich,München,regional,20,13,0,6,1,0,0,65.0
2026-09-06T09:47:48.488112+00:00,munich,München,long_distance,7,3,0,0,4,0,0,42.9
2026-09-06T09:47:48.488112+00:00,munich,München,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,munich,München,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,cologne,Köln,tram_metro,115,90,0,24,1,0,0,78.3
2026-09-06T09:47:48.488112+00:00,cologne,Köln,bus,185,83,0,26,76,0,0,44.9
2026-09-06T09:47:48.488112+00:00,cologne,Köln,suburban,16,14,0,2,0,0,0,87.5
2026-09-06T09:47:48.488112+00:00,cologne,Köln,regional,18,13,0,4,1,0,0,72.2
2026-09-06T09:47:48.488112+00:00,cologne,Köln,long_distance,8,7,0,1,0,0,0,87.5
2026-09-06T09:47:48.488112+00:00,cologne,Köln,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,cologne,Köln,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,tram_metro,170,94,0,64,12,0,0,55.3
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,bus,351,165,0,104,82,0,0,47.0
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,suburban,37,33,0,4,0,0,0,89.2
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,regional,21,13,0,7,1,0,0,61.9
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,long_distance,5,3,0,1,1,0,0,60.0
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,frankfurt,Frankfurt am Main,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,tram_metro,170,146,0,1,23,0,0,85.9
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,bus,253,176,0,26,51,0,0,69.6
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,suburban,24,15,0,9,0,0,0,62.5
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,regional,18,12,0,3,3,0,0,66.7
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,long_distance,9,6,0,2,1,0,0,66.7
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,stuttgart,Stuttgart,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,tram_metro,61,37,0,6,18,0,0,60.7
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,bus,329,136,0,111,82,0,0,41.3
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,suburban,18,12,0,6,0,0,0,66.7
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,regional,12,8,0,3,1,0,0,66.7
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,long_distance,3,3,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,duesseldorf,Düsseldorf,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,tram_metro,37,4,0,6,27,0,0,10.8
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,bus,193,48,0,9,136,0,0,24.9
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,suburban,8,8,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,regional,7,5,0,2,0,0,0,71.4
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,long_distance,3,3,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,ferry,5,0,0,0,5,0,0,0.0
2026-09-06T09:47:48.488112+00:00,bonn,Bonn,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,tram_metro,128,69,0,56,3,0,0,53.9
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,bus,123,68,0,26,29,0,0,55.3
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,suburban,24,18,0,5,1,0,0,75.0
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,regional,8,7,0,1,0,0,0,87.5
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,long_distance,3,1,0,0,2,0,0,33.3
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,leipzig,Leipzig,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,tram_metro,121,48,0,52,21,0,0,39.7
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,bus,184,73,0,48,63,0,0,39.7
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,suburban,10,8,0,1,1,0,0,80.0
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,regional,10,10,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,ferry,18,2,0,0,16,0,0,11.1
2026-09-06T09:47:48.488112+00:00,dresden,Dresden,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,tram_metro,104,48,0,56,0,0,0,46.2
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,bus,129,59,0,59,11,0,0,45.7
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,suburban,15,4,0,11,0,0,0,26.7
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,regional,7,5,0,2,0,0,0,71.4
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,long_distance,6,4,0,0,2,0,0,66.7
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,hannover,Hannover,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,tram_metro,64,35,0,17,12,0,0,54.7
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,bus,95,56,0,17,22,0,0,58.9
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,regional,13,5,0,3,5,0,0,38.5
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,long_distance,5,1,0,0,4,0,0,20.0
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,ferry,2,0,0,0,2,0,0,0.0
2026-09-06T09:47:48.488112+00:00,bremen,Bremen,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,tram_metro,92,64,0,2,26,0,0,69.6
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,bus,177,151,0,10,16,0,0,85.3
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,suburban,14,10,0,4,0,0,0,71.4
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,regional,15,13,0,2,0,0,0,86.7
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,long_distance,4,4,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,nuremberg,Nürnberg,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,essen,Essen,tram_metro,102,43,0,32,27,0,0,42.2
2026-09-06T09:47:48.488112+00:00,essen,Essen,bus,305,85,0,51,169,0,0,27.9
2026-09-06T09:47:48.488112+00:00,essen,Essen,suburban,14,10,0,4,0,0,0,71.4
2026-09-06T09:47:48.488112+00:00,essen,Essen,regional,18,12,0,5,1,0,0,66.7
2026-09-06T09:47:48.488112+00:00,essen,Essen,long_distance,1,1,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,essen,Essen,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,essen,Essen,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,tram_metro,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,bus,111,56,0,30,25,0,0,50.5
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,regional,14,10,0,4,0,0,0,71.4
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,long_distance,1,0,0,0,1,0,0,0.0
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,ferry,7,0,0,0,7,0,0,0.0
2026-09-06T09:47:48.488112+00:00,kiel,Kiel,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,tram_metro,20,7,0,6,7,0,0,35.0
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,bus,26,15,0,3,8,0,0,57.7
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,suburban,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,regional,6,2,0,2,2,0,0,33.3
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,long_distance,2,0,0,0,2,0,0,0.0
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,ferry,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,schwerin,Schwerin,other,0,0,0,0,0,0,0,
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,tram_metro,31,31,0,0,0,0,0,100.0
2026-09-06T09:47:48.488112+00:00,potsdam,Potsdam,bus,118,62,0,0,56,0,0,52.5
